"INSTNM","sector_desc","RAPE13","RAPE5","RAPE6","RAPE7","RAPE8","RAPE9","RAPE10","RAPE11","RAPE12","RAPE14","RAPE15"
"Somerset County Technology Institute","Public, 2-year",NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
"Sonoma State University","Public, 4-year or above",1,2,1,4,6,2,2,1,2,4,4
"Sotheby's Institute of Art-NY","Private for-profit, 4-year or above",0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"Sound Master Recording Engineer School-Audio/Video","Private for-profit, less-than 2-year",NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"South Arkansas Community College","Public, 2-year",0,0,0,0,0,0,0,0,0,0,0
"South Baylo University","Private nonprofit, 4-year or above",0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"South Carolina State University","Public, 4-year or above",1,1,2,0,1,NA,NA,NA,NA,0,0
"South Central Career Center","Public, less-than 2-year",0,0,0,0,0,NA,NA,NA,NA,0,0
"South Central College","Public, 2-year",0,0,0,0,0,0,0,0,0,0,0
"South Central Louisiana Technical College","Public, 2-year",0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"South Central Louisiana Technical College-Young Memorial Campus","Public, 2-year",NA,NA,NA,NA,NA,NA,0,0,0,NA,NA
"South Coast College","Private for-profit, 2-year",0,NA,NA,0,0,0,0,0,0,0,0
"South College","Private for-profit, 4-year or above",0,NA,NA,0,0,NA,NA,NA,NA,0,0
"South College-Asheville","Private for-profit, 4-year or above",0,NA,NA,0,0,NA,NA,NA,NA,0,0
"South Dakota School of Mines and Technology","Public, 4-year or above",0,1,0,1,0,NA,NA,NA,NA,1,1
"South Dakota State University","Public, 4-year or above",3,1,1,1,0,NA,NA,NA,NA,3,4
"South Florida Bible College and Theological Seminary","Private nonprofit, 4-year or above",0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"South Florida Community College","Public, 2-year",NA,0,0,0,0,0,NA,NA,NA,NA,NA
"South Florida Institute of Technology","Private for-profit, less-than 2-year",0,0,0,0,0,NA,NA,NA,NA,0,0
"South Florida State College","Public, 4-year or above",NA,NA,NA,NA,NA,NA,0,0,0,NA,NA
"South Georgia College","Public, 2-year",NA,0,0,0,1,0,NA,NA,NA,NA,NA
"South Georgia College","Public, 4-year or above",NA,NA,NA,NA,NA,NA,0,0,1,NA,NA
"South Georgia State College","Public, 4-year or above",0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"South Georgia Technical College","Public, 2-year",0,0,0,0,0,0,0,0,0,0,0
"South Hills Beauty Academy","Private for-profit, less-than 2-year",NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"South Hills Beauty Academy Inc","Private for-profit, less-than 2-year",0,NA,NA,0,0,NA,NA,NA,NA,0,0
"South Hills School of Business & Technology","Private for-profit, 2-year",NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
"South Hills School of Business and Technology","Private for-profit, 2-year",NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"South Louisiana Beauty College","Private for-profit, less-than 2-year",0,0,0,0,0,0,0,0,0,0,0
"South Louisiana Community College","Public, 2-year",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"South Mountain Community College","Public, 2-year",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"South Piedmont Community College","Public, 2-year",0,0,0,0,0,NA,NA,NA,NA,0,0
"South Plains College","Public, 2-year",0,NA,NA,NA,NA,NA,NA,NA,NA,0,1
"South Puget Sound Community College","Public, 2-year",NA,0,0,0,0,NA,NA,NA,NA,NA,NA
"South Seattle College","Public, 4-year or above",1,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"South Suburban College","Public, 2-year",0,NA,NA,NA,NA,0,0,0,1,0,0
"South Texas Barber College Inc","Private for-profit, less-than 2-year",0,NA,NA,0,0,NA,NA,NA,NA,0,0
"South Texas College","Public, 4-year or above",0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"South Texas College of Law","Private nonprofit, 4-year or above",0,0,0,0,0,NA,NA,NA,NA,0,0
"South Texas Training Center","Private for-profit, less-than 2-year",0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"South Texas Vo-Tech Institute","Private for-profit, less-than 2-year",NA,0,0,0,0,NA,NA,NA,NA,NA,NA
"South Texas Vocational Technical Institute-Brownsville","Private for-profit, less-than 2-year",0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"South Texas Vocational Technical Institute-Corpus Christi","Private for-profit, less-than 2-year",0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"South Texas Vocational Technical Institute-McAllen","Private for-profit, less-than 2-year",0,0,0,0,0,NA,NA,NA,NA,0,0
"South Texas Vocational Technical Institute-Weslaco","Private for-profit, less-than 2-year",0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"South University","Private for-profit, 4-year or above",NA,0,0,0,0,NA,NA,NA,NA,NA,NA
"South University-Austin","Private for-profit, 4-year or above",0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"South University-Cleveland","Private for-profit, 4-year or above",0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"South University-Columbia","Private for-profit, 4-year or above",0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"South University-High Point","Private for-profit, 4-year or above",0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"South University-Montgomery","Private for-profit, 4-year or above",0,0,0,0,0,0,0,0,0,0,0
"South University-Novi","Private for-profit, 4-year or above",0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"South University-Savannah","Private for-profit, 4-year or above",0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"South University-Tampa","Private for-profit, 4-year or above",0,NA,NA,0,0,NA,NA,NA,NA,0,0
"South University-The Art Institute of Dallas","Private for-profit, 4-year or above",0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"South University-The Art Institute of Fort Worth","Private for-profit, 4-year or above",0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"South University-West Palm Beach","Private for-profit, 4-year or above",0,NA,NA,0,0,0,0,0,0,0,0
"South University–Richmond","Private for-profit, 4-year or above",0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"South University–Virginia Beach","Private for-profit, 4-year or above",0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"Southcentral Kentucky Community and Technical College","Public, 2-year",0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"Southeast Arkansas College","Public, 2-year",0,0,0,0,0,0,0,0,0,0,0
"Southeast Community College Area","Public, 2-year",0,0,1,0,1,2,2,1,0,0,0
"Southeast Culinary & Hospitality College","Private for-profit, 2-year",NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
"Southeast Kentucky Community and Technical College","Public, 2-year",0,NA,NA,0,0,0,0,0,0,0,0
"Southeast Missouri Hospital College of Nursing and Health Sciences","Private nonprofit, 2-year",NA,0,0,0,0,NA,NA,NA,NA,NA,NA
"Southeast Missouri Hospital College of Nursing and Health Sciences","Private nonprofit, 4-year or above",0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"Southeast Missouri State University","Public, 4-year or above",7,NA,NA,NA,NA,NA,2,5,2,4,12
"Southeast School of Cosmetology","Private for-profit, 2-year",NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
"Southeast Technical Institute","Public, 2-year",0,0,0,0,0,NA,NA,NA,NA,1,0
"Southeast Texas Career Institute","Private for-profit, less-than 2-year",0,NA,NA,0,0,NA,NA,NA,NA,0,0
"Southeastern Baptist College","Private nonprofit, 4-year or above",0,0,0,0,0,0,0,0,0,0,0
"Southeastern Beauty School","Private for-profit, less-than 2-year",NA,0,0,0,0,NA,NA,NA,NA,NA,NA
"Southeastern Bible College","Private nonprofit, 4-year or above",0,0,0,0,0,0,0,0,0,0,0
"Southeastern Business College","Private for-profit, 2-year",NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"Southeastern Career Institute","Private for-profit, 2-year",NA,0,0,0,0,NA,NA,NA,NA,NA,NA
"Southeastern Career Institute-Midland","Private for-profit, 2-year",NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
"Southeastern Career Institute-Midland","Private for-profit, less-than 2-year",NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"Southeastern College-Jacksonville","Private for-profit, 2-year",0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"Southeastern College-West Palm Beach","Private for-profit, 2-year",0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"Southeastern Community College","Public, 2-year",0,NA,NA,0,0,NA,NA,NA,NA,0,0
"Southeastern Illinois College","Public, 2-year",0,0,0,0,0,0,0,0,0,0,0
"Southeastern Institute-Charleston","Private for-profit, less-than 2-year",0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"Southeastern Institute-Charlotte","Private for-profit, less-than 2-year",0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"Southeastern Institute-Columbia","Private for-profit, less-than 2-year",0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"Southeastern Louisiana University","Public, 4-year or above",3,0,1,4,2,1,2,2,2,0,0
"Southeastern Oklahoma State University","Public, 4-year or above",1,NA,NA,NA,NA,NA,NA,NA,NA,0,3
"Southeastern School of Cosmetology","Private nonprofit, less-than 2-year",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Southeastern School of Neuromuscular Massage-Charleston","Private for-profit, less-than 2-year",NA,0,0,0,0,NA,NA,NA,NA,NA,NA
"Southeastern School of Neuromuscular Massage-Columbia","Private for-profit, less-than 2-year",NA,0,0,0,0,NA,NA,NA,NA,NA,NA
"Southeastern School of Neuromuscular Massage-Jacksonville","Private for-profit, 2-year",NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
"Southeastern School of Neuromuscular Massage-Jacksonville","Private for-profit, less-than 2-year",NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"Southeastern School of Neuromuscular Therapy-Charlotte","Private for-profit, less-than 2-year",NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
"Southeastern Technical College","Public, 2-year",0,0,0,0,0,NA,NA,NA,NA,0,0
"Southeastern Technical Institute","Public, less-than 2-year",0,0,0,0,0,0,0,0,0,0,0
"Southeastern University","Private nonprofit, 4-year or above",NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"Southern Adventist University","Private nonprofit, 4-year or above",1,0,0,1,1,NA,NA,NA,NA,4,6
"Southern Arkansas University Main Campus","Public, 4-year or above",0,1,1,1,1,1,2,2,2,2,0
"Southern Arkansas University Tech","Public, 2-year",0,0,1,0,0,0,0,0,0,0,0
"Southern California College of Optometry","Private nonprofit, 4-year or above",NA,0,0,0,0,0,0,0,0,NA,NA
"Southern California Health Institute","Private for-profit, less-than 2-year",0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"Southern California Institute of Architecture","Private nonprofit, 4-year or above",0,0,0,0,0,0,0,0,0,0,0
"Southern California Institute of Technology","Private for-profit, 4-year or above",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Southern California Seminary","Private nonprofit, 4-year or above",0,0,0,0,0,0,0,0,0,0,0
"Southern California University of Health Sciences","Private nonprofit, 4-year or above",1,0,0,0,0,0,0,0,0,0,0
"Southern California University SOMA","Private for-profit, 4-year or above",0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"Southern Career College","Private for-profit, 2-year",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
"Southern Careers Institute-Austin","Private for-profit, less-than 2-year",0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"Southern Careers Institute-Brownsville","Private for-profit, less-than 2-year",0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"Southern Careers Institute-Corpus Christi","Private for-profit, less-than 2-year",0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"Southern Careers Institute-Harlingen","Private for-profit, less-than 2-year",0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"Southern Careers Institute-Pharr","Private for-profit, less-than 2-year",0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"Southern Careers Institute-San Antonio","Private for-profit, less-than 2-year",0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"Southern Careers Institute 1 Inc","Private for-profit, less-than 2-year",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Southern Careers Institute Inc","Private for-profit, less-than 2-year",NA,0,0,0,0,NA,NA,NA,NA,NA,NA
"Southern Careers Institute Inc-Corpus Christi","Private for-profit, less-than 2-year",NA,0,0,0,0,NA,NA,NA,NA,NA,NA
"Southern Careers Institute Inc-Laredo","Private for-profit, less-than 2-year",NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"Southern Careers Institute Inc-South Texas","Private for-profit, less-than 2-year",NA,0,0,0,0,NA,NA,NA,NA,NA,NA
"Southern College of Optometry","Private nonprofit, 4-year or above",0,0,0,0,0,NA,NA,NA,NA,0,0
"Southern Connecticut State University","Public, 4-year or above",6,4,1,1,4,4,2,4,5,9,3
"Southern Crescent Technical College","Public, 2-year",NA,NA,NA,NA,NA,NA,1,1,0,NA,NA
"Southern Illinois University-Carbondale","Public, 4-year or above",6,NA,NA,NA,NA,NA,NA,NA,NA,13,13
"Southern Illinois University-Edwardsville","Public, 4-year or above",5,NA,NA,NA,NA,NA,NA,NA,NA,2,4
"Southern Illinois University Carbondale","Public, 4-year or above",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Southern Illinois University Edwardsville","Public, 4-year or above",NA,NA,NA,0,1,1,0,3,1,NA,NA
"Southern Institute of Cosmetology","Private for-profit, less-than 2-year",NA,0,0,0,0,NA,NA,NA,NA,NA,NA
"Southern Maine Community College","Public, 2-year",3,NA,NA,NA,NA,NA,5,4,1,1,3
"Southern Methodist College","Private nonprofit, 4-year or above",NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"Southern Methodist University","Private nonprofit, 4-year or above",5,3,14,3,5,NA,NA,NA,NA,6,3
"Southern Nazarene University","Private nonprofit, 4-year or above",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Southern New England School of Law","Private nonprofit, 4-year or above",NA,0,0,0,0,NA,NA,NA,NA,NA,NA
"Southern New Hampshire University","Private nonprofit, 4-year or above",NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA
"Southern Oklahoma Technology Center","Public, less-than 2-year",0,0,0,0,0,NA,NA,NA,NA,0,0
"Southern Oregon University","Public, 4-year or above",8,1,1,1,0,NA,NA,NA,NA,10,11
"Southern Polytechnic State University","Public, 4-year or above",NA,1,2,1,0,0,0,1,2,NA,NA
"Southern School of Beauty Inc","Private for-profit, less-than 2-year",0,0,0,0,0,NA,NA,NA,NA,0,0
"Southern State Community College","Public, 2-year",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Southern Technical College","Private for-profit, 2-year",0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"Southern Technical College","Private for-profit, 4-year or above",0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"Southern Technical College","Private for-profit, less-than 2-year",NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"Southern Texas Careers Academy","Private for-profit, less-than 2-year",0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"Southern Union State Community College","Public, 2-year",0,0,0,0,0,NA,NA,NA,NA,0,0
"Southern University and A & M College","Public, 4-year or above",3,4,0,2,1,0,0,2,3,0,5
"Southern University at New Orleans","Public, 4-year or above",0,NA,NA,0,0,0,0,0,0,0,0
"Southern University at Shreveport","Public, 2-year",0,NA,NA,0,0,0,0,1,0,0,0
"Southern University Law Center","Public, 4-year or above",0,4,0,0,0,NA,NA,NA,NA,1,0
"Southern Utah University","Public, 4-year or above",3,1,1,1,0,NA,NA,NA,NA,1,1
"Southern Vermont College","Private nonprofit, 4-year or above",1,NA,NA,1,1,NA,NA,NA,NA,1,1
"Southern Virginia University","Private nonprofit, 4-year or above",1,NA,NA,0,0,NA,NA,NA,NA,0,0
"Southern Wesleyan University","Private nonprofit, 4-year or above",0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"Southern West Virginia Community and Technical College","Public, 2-year",0,0,0,0,0,NA,NA,NA,NA,0,0
"Southern Westchester BOCES-Practical Nursing Program","Public, less-than 2-year",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Southern Worcester County Regional Voc School District","Public, less-than 2-year",0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"Southside Regional Medical Center","Private for-profit, 2-year",NA,0,0,0,0,NA,NA,NA,NA,NA,NA
"Southside Regional Medical Center Professional Schools","Private for-profit, 2-year",0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"Southside Virginia Community College","Public, 2-year",0,0,0,0,0,NA,NA,NA,NA,0,0
"Southwest Acupuncture College-Albuquerque","Private for-profit, 4-year or above",NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
"Southwest Acupuncture College-Boulder","Private for-profit, 4-year or above",0,NA,NA,0,0,NA,NA,NA,NA,0,0
"Southwest Acupuncture College-Santa Fe","Private for-profit, 4-year or above",0,NA,NA,0,0,NA,NA,NA,NA,0,0
"Southwest Applied Technology Center","Public, less-than 2-year",NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
"Southwest Applied Technology College","Public, less-than 2-year",0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"Southwest Baptist University","Private nonprofit, 4-year or above",0,0,1,3,0,1,0,0,0,0,0
"Southwest Career Institute","Private for-profit, 2-year",NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
"Southwest College of Naturopathic Medicine & Health Sciences","Private nonprofit, 4-year or above",0,NA,NA,0,0,NA,NA,NA,NA,0,0
"Southwest Collegiate Institute for the Deaf","Public, 2-year",0,0,0,1,0,NA,NA,NA,NA,0,0
"Southwest Florida College","Private nonprofit, 2-year",NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"Southwest Florida College","Private nonprofit, 4-year or above",NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
"Southwest Georgia Technical College","Public, 2-year",NA,0,0,0,0,0,0,0,0,NA,NA
"Southwest Institute of Healing Arts","Private for-profit, 2-year",0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"Southwest Institute of Technology","Private for-profit, 2-year",NA,0,0,0,0,NA,NA,NA,NA,NA,NA
"Southwest Kansas Technical School","Public, 2-year",NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"Southwest Minnesota State University","Public, 4-year or above",0,1,1,0,0,0,3,3,1,3,1
"Southwest Mississippi Community College","Public, 2-year",0,0,0,0,0,0,0,0,0,0,0
"Southwest School of Business and Technical Careers-San Antonio","Private for-profit, less-than 2-year",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Southwest Skill Center-Campus of Estrella Mountain Community College","Public, less-than 2-year",NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
"Southwest Technology Center","Public, 2-year",0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"Southwest Technology Center","Public, less-than 2-year",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Southwest Tennessee Community College","Public, 2-year",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Southwest Texas Junior College","Public, 2-year",0,NA,NA,0,0,NA,NA,NA,NA,0,0
"Southwest University at El Paso","Private for-profit, 4-year or above",0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"Southwest University of Visual Arts-Albuquerque","Private for-profit, 4-year or above",0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"Southwest University of Visual Arts-Tucson","Private for-profit, 4-year or above",0,NA,NA,NA,NA,0,0,0,0,0,0
"Southwest Virginia Community College","Public, 2-year",0,0,0,0,0,NA,NA,NA,NA,0,0
"Southwest Wisconsin Technical College","Public, 2-year",0,0,0,0,0,NA,NA,NA,NA,0,0
"Southwestern Adventist University","Private nonprofit, 4-year or above",0,0,0,0,0,NA,NA,NA,NA,0,0
"Southwestern Assemblies of God University","Private nonprofit, 4-year or above",0,0,0,0,0,NA,NA,NA,NA,0,0
"Southwestern Christian College","Private nonprofit, 4-year or above",0,NA,NA,0,0,NA,NA,NA,NA,0,0
"Southwestern Christian University","Private nonprofit, 4-year or above",0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"Southwestern College","Private for-profit, 2-year",NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
"Southwestern College","Private nonprofit, 4-year or above",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Southwestern College","Public, 2-year",0,NA,NA,NA,NA,0,0,0,1,0,0
"Southwestern Community College","Public, 2-year",1,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"Southwestern Illinois College","Public, 2-year",0,0,0,1,0,0,0,0,0,0,1
"Southwestern Indian Polytechnic Institute","Public, 2-year",0,NA,NA,0,0,NA,NA,NA,NA,0,1
"Southwestern Law School","Private nonprofit, 4-year or above",0,0,0,0,0,0,0,0,0,0,1
"Southwestern Michigan College","Public, 2-year",4,0,0,0,0,0,1,4,0,3,0
"Southwestern Oklahoma State University","Public, 4-year or above",1,0,2,0,1,NA,NA,NA,NA,0,0
"Southwestern Oregon Community College","Public, 2-year",1,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"Southwestern University","Private nonprofit, 4-year or above",0,NA,NA,0,0,NA,NA,NA,NA,0,0
"Sowela Technical Community College","Public, 2-year",NA,NA,NA,NA,NA,NA,0,0,0,NA,NA
"SOWELA Technical Community College","Public, 2-year",0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"Spa Tech Institute","Private for-profit, less-than 2-year",NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
"Spa Tech Institute-Ipswich","Private for-profit, less-than 2-year",0,NA,NA,0,0,NA,NA,NA,NA,0,0
"Spa Tech Institute-Plymouth","Private for-profit, less-than 2-year",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Spa Tech Institute-Westboro","Private for-profit, less-than 2-year",0,NA,NA,0,0,NA,NA,NA,NA,0,0
"Spa Tech Institute-Westbrook","Private for-profit, less-than 2-year",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Spalding University","Private nonprofit, 4-year or above",0,NA,NA,0,0,0,0,1,0,0,0
"Spanish-American Institute","Private nonprofit, less-than 2-year",NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
"Sparks College","Private for-profit, 2-year",NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"Spartan College of Aeronautics & Technology","Private for-profit, 2-year",0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"Spartan College of Aeronautics and Technology","Private for-profit, 4-year or above",0,1,1,0,0,NA,NA,NA,NA,1,0
"Spartanburg Community College","Public, 2-year",0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"Spartanburg Methodist College","Private nonprofit, 2-year",0,0,0,0,0,NA,NA,NA,NA,1,1
"Specs Howard School of Broadcast Arts Inc","Private for-profit, less-than 2-year",NA,0,0,0,0,NA,NA,NA,NA,NA,NA
"Specs Howard School of Media Arts","Private for-profit, less-than 2-year",0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"Spelman College","Private nonprofit, 4-year or above",0,0,0,0,0,1,0,0,0,1,0
"Spencerian College","Private for-profit, 2-year",NA,NA,NA,0,0,0,0,0,0,NA,NA
"Spencerian College-Lexington","Private for-profit, 2-year",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Spencerian College-Louisville","Private for-profit, 4-year or above",1,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"Spertus College","Private nonprofit, 4-year or above",0,0,0,0,0,0,0,0,0,0,0
"Spokane Community College","Public, 2-year",1,NA,NA,NA,NA,NA,NA,NA,NA,0,1
"Spokane Falls Community College","Public, 2-year",NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
"Spoon River College","Public, 2-year",0,NA,NA,NA,NA,NA,0,0,0,0,0
"Spring Arbor University","Private nonprofit, 4-year or above",0,0,0,1,0,1,2,0,1,1,0
"Spring Hill College","Private nonprofit, 4-year or above",1,NA,NA,0,1,1,2,2,3,9,2
"Springfield Beauty Academy","Private for-profit, less-than 2-year",NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
"Springfield College","Private nonprofit, 4-year or above",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Springfield College in Illinois","Private nonprofit, 2-year",NA,0,0,0,1,NA,NA,NA,NA,NA,NA
