"INSTNM","sector_desc.x","MEN5","WOMEN5","TOTAL5","RAPE5","RAPE6","Zip","RAPE7","RAPE8","MEN7","WOMEN7","TOTAL7","MEN9","WOMEN9","TOTAL9","RAPE9","sector_desc.y","sector_desc.x.x","MEN10","WOMEN10","TOTAL10","RAPE10","RAPE11","RAPE12","sector_desc.y.y","MEN13","WOMEN13","TOTAL13","RAPE13","RAPE14","RAPE15"
"Azusa Pacific University",NA,NA,NA,NA,NA,NA,92563,0,0,2932,5607,8539,"3447","6482","9929",0,"Private nonprofit, 4-year or above","Private nonprofit, 4-year or above","3505","6679","10184","0",0,0,"Private nonprofit, 4-year or above",3232,6743,9975,0,0,0
"Azusa Pacific University",NA,NA,NA,NA,NA,NA,93036,0,0,2932,5607,8539,"3447","6482","9929",0,"Private nonprofit, 4-year or above","Private nonprofit, 4-year or above","3505","6679","10184","0",0,0,NA,NA,NA,NA,NA,NA,NA
"Barstow Community College",NA,NA,NA,NA,NA,NA,923116608,0,0,1891,2900,4791,"908","1222","2130",0,"Public, 2-year","Public, 2-year","1211","1942","3153","0",0,0,"Public, 2-year",1138,1970,3108,0,0,0
"Bethany University",NA,NA,NA,NA,NA,NA,95066,0,0,183,314,497,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Biola University",NA,NA,NA,NA,NA,NA,91709,0,0,2834,3108,5942,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Biola University",NA,NA,NA,NA,NA,NA,30901,0,0,2834,3108,5942,"2973","3278","6251",0,"Private nonprofit, 4-year or above",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Biola University",NA,NA,NA,NA,NA,NA,91360,0,0,2834,3108,5942,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Biola University",NA,NA,NA,NA,NA,NA,92083,0,0,2834,3108,5942,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Biola University",NA,NA,NA,NA,NA,NA,92408,0,0,2834,3108,5942,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Biola University",NA,NA,NA,NA,NA,NA,92653,0,0,2834,3108,5942,"2973","3278","6251",0,"Private nonprofit, 4-year or above",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bryan College",NA,NA,NA,NA,NA,NA,90010,0,0,65,565,630,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Butte College",NA,NA,NA,NA,NA,NA,959658399,0,0,6132,7015,13147,"6077","6846","12923",0,"Public, 2-year","Public, 2-year","5861","6429","12290","1",0,0,"Public, 2-year",5573,6096,11669,0,0,0
"California Institute of Integral Studies",NA,NA,NA,NA,NA,NA,94103,0,0,365,914,1279,"386","1037","1423",0,"Private nonprofit, 4-year or above","Private nonprofit, 4-year or above","377","973","1350","0",0,0,"Private nonprofit, 4-year or above",392,1096,1488,0,0,0
"California Institute of Integral Studies",NA,NA,NA,NA,NA,NA,94103,0,0,365,914,1279,"386","1037","1423",0,"Private nonprofit, 4-year or above","Private nonprofit, 4-year or above","377","973","1350","0",0,0,"Private nonprofit, 4-year or above",392,1096,1488,0,0,0
"California Institute of Integral Studies",NA,NA,NA,NA,NA,NA,94103,0,0,365,914,1279,"386","1037","1423",0,"Private nonprofit, 4-year or above","Private nonprofit, 4-year or above","377","973","1350","0",0,0,"Private nonprofit, 4-year or above",392,1096,1488,0,0,0
"California Institute of Integral Studies",NA,NA,NA,NA,NA,NA,94103,0,0,365,914,1279,"386","1037","1423",0,"Private nonprofit, 4-year or above","Private nonprofit, 4-year or above","377","973","1350","0",0,0,"Private nonprofit, 4-year or above",392,1096,1488,0,0,0
"California Institute of Integral Studies",NA,NA,NA,NA,NA,NA,94103,0,0,365,914,1279,"386","1037","1423",0,"Private nonprofit, 4-year or above","Private nonprofit, 4-year or above","377","973","1350","0",0,0,"Private nonprofit, 4-year or above",392,1096,1488,0,0,0
"California Institute of Integral Studies",NA,NA,NA,NA,NA,NA,94103,0,0,365,914,1279,"386","1037","1423",0,"Private nonprofit, 4-year or above","Private nonprofit, 4-year or above","377","973","1350","0",0,0,"Private nonprofit, 4-year or above",392,1096,1488,0,0,0
"California Institute of Integral Studies",NA,NA,NA,NA,NA,NA,94103,0,0,365,914,1279,"386","1037","1423",0,"Private nonprofit, 4-year or above","Private nonprofit, 4-year or above","377","973","1350","0",0,0,"Private nonprofit, 4-year or above",392,1096,1488,0,0,0
"California Institute of Integral Studies",NA,NA,NA,NA,NA,NA,94103,0,0,365,914,1279,"386","1037","1423",0,"Private nonprofit, 4-year or above","Private nonprofit, 4-year or above","377","973","1350","0",0,0,"Private nonprofit, 4-year or above",392,1096,1488,0,0,0
"California Institute of Integral Studies",NA,NA,NA,NA,NA,NA,94103,0,0,365,914,1279,"386","1037","1423",0,"Private nonprofit, 4-year or above","Private nonprofit, 4-year or above","377","973","1350","0",0,0,"Private nonprofit, 4-year or above",392,1096,1488,0,0,0
"California Institute of Integral Studies",NA,NA,NA,NA,NA,NA,94103,0,0,365,914,1279,"386","1037","1423",0,"Private nonprofit, 4-year or above","Private nonprofit, 4-year or above","377","973","1350","0",0,0,"Private nonprofit, 4-year or above",392,1096,1488,0,0,0
"California Institute of Integral Studies",NA,NA,NA,NA,NA,NA,94103,0,0,365,914,1279,"386","1037","1423",0,"Private nonprofit, 4-year or above","Private nonprofit, 4-year or above","377","973","1350","0",0,0,"Private nonprofit, 4-year or above",392,1096,1488,0,0,0
"California Institute of Integral Studies",NA,NA,NA,NA,NA,NA,94103,0,0,365,914,1279,"386","1037","1423",0,"Private nonprofit, 4-year or above","Private nonprofit, 4-year or above","377","973","1350","0",0,0,"Private nonprofit, 4-year or above",392,1096,1488,0,0,0
"California Institute of Integral Studies",NA,NA,NA,NA,NA,NA,94103,0,0,365,914,1279,"386","1037","1423",0,"Private nonprofit, 4-year or above","Private nonprofit, 4-year or above","377","973","1350","0",0,0,"Private nonprofit, 4-year or above",392,1096,1488,0,0,0
"California Institute of Integral Studies",NA,NA,NA,NA,NA,NA,94103,0,0,365,914,1279,"386","1037","1423",0,"Private nonprofit, 4-year or above","Private nonprofit, 4-year or above","377","973","1350","0",0,0,"Private nonprofit, 4-year or above",392,1096,1488,0,0,0
"California Institute of Integral Studies",NA,NA,NA,NA,NA,NA,94103,0,0,365,914,1279,"386","1037","1423",0,"Private nonprofit, 4-year or above","Private nonprofit, 4-year or above","377","973","1350","0",0,0,"Private nonprofit, 4-year or above",392,1096,1488,0,0,0
"California Institute of Integral Studies",NA,NA,NA,NA,NA,NA,94103,0,0,365,914,1279,"386","1037","1423",0,"Private nonprofit, 4-year or above","Private nonprofit, 4-year or above","377","973","1350","0",0,0,"Private nonprofit, 4-year or above",392,1096,1488,0,0,0
"California Institute of Integral Studies",NA,NA,NA,NA,NA,NA,94103,0,0,365,914,1279,"386","1037","1423",0,"Private nonprofit, 4-year or above","Private nonprofit, 4-year or above","377","973","1350","0",0,0,"Private nonprofit, 4-year or above",392,1096,1488,0,0,0
"California Institute of Integral Studies",NA,NA,NA,NA,NA,NA,94103,0,0,365,914,1279,"386","1037","1423",0,"Private nonprofit, 4-year or above","Private nonprofit, 4-year or above","377","973","1350","0",0,0,"Private nonprofit, 4-year or above",392,1096,1488,0,0,0
"California Institute of Integral Studies",NA,NA,NA,NA,NA,NA,94103,0,0,365,914,1279,"386","1037","1423",0,"Private nonprofit, 4-year or above","Private nonprofit, 4-year or above","377","973","1350","0",0,0,"Private nonprofit, 4-year or above",392,1096,1488,0,0,0
"California Institute of Integral Studies",NA,NA,NA,NA,NA,NA,94103,0,0,365,914,1279,"386","1037","1423",0,"Private nonprofit, 4-year or above","Private nonprofit, 4-year or above","377","973","1350","0",0,0,"Private nonprofit, 4-year or above",392,1096,1488,0,0,0
"California Institute of Integral Studies",NA,NA,NA,NA,NA,NA,94103,0,0,365,914,1279,"386","1037","1423",0,"Private nonprofit, 4-year or above","Private nonprofit, 4-year or above","377","973","1350","0",0,0,"Private nonprofit, 4-year or above",392,1096,1488,0,0,0
"California Institute of Integral Studies",NA,NA,NA,NA,NA,NA,94103,0,0,365,914,1279,"386","1037","1423",0,"Private nonprofit, 4-year or above","Private nonprofit, 4-year or above","377","973","1350","0",0,0,"Private nonprofit, 4-year or above",392,1096,1488,0,0,0
"California Institute of Integral Studies",NA,NA,NA,NA,NA,NA,94103,0,0,365,914,1279,"386","1037","1423",0,"Private nonprofit, 4-year or above","Private nonprofit, 4-year or above","377","973","1350","0",0,0,"Private nonprofit, 4-year or above",392,1096,1488,0,0,0
"California Institute of Integral Studies",NA,NA,NA,NA,NA,NA,94103,0,0,365,914,1279,"386","1037","1423",0,"Private nonprofit, 4-year or above","Private nonprofit, 4-year or above","377","973","1350","0",0,0,"Private nonprofit, 4-year or above",392,1096,1488,0,0,0
"California Institute of Integral Studies",NA,NA,NA,NA,NA,NA,94103,0,0,365,914,1279,"386","1037","1423",0,"Private nonprofit, 4-year or above","Private nonprofit, 4-year or above","377","973","1350","0",0,0,"Private nonprofit, 4-year or above",392,1096,1488,0,0,0
"California Institute of Integral Studies",NA,NA,NA,NA,NA,NA,94103,0,0,365,914,1279,"386","1037","1423",0,"Private nonprofit, 4-year or above","Private nonprofit, 4-year or above","377","973","1350","0",0,0,"Private nonprofit, 4-year or above",392,1096,1488,0,0,0
"California Institute of Integral Studies",NA,NA,NA,NA,NA,NA,94103,0,0,365,914,1279,"386","1037","1423",0,"Private nonprofit, 4-year or above","Private nonprofit, 4-year or above","377","973","1350","0",0,0,"Private nonprofit, 4-year or above",392,1096,1488,0,0,0
"Cabrillo College",NA,NA,NA,NA,NA,NA,95003,0,0,7430,8544,15974,"6905","7630","14535",0,"Public, 2-year","Public, 2-year","6369","7190","13559","1",0,0,"Public, 2-year",6144,6942,13086,0,0,0
"Cabrillo College",NA,NA,NA,NA,NA,NA,95076,0,0,7430,8544,15974,"6905","7630","14535",0,"Public, 2-year","Public, 2-year","6369","7190","13559","0",0,0,"Public, 2-year",6144,6942,13086,0,0,0
"Cabrillo College",NA,NA,NA,NA,NA,NA,95066,0,0,7430,8544,15974,"6905","7630","14535",0,"Public, 2-year","Public, 2-year","6369","7190","13559","0",0,0,NA,NA,NA,NA,NA,NA,NA
"California Baptist University",NA,NA,NA,NA,NA,NA,925043297,0,0,1462,2641,4103,"1878","3535","5413",1,"Private nonprofit, 4-year or above","Private nonprofit, 4-year or above","2095","3936","6031","1",2,1,"Private nonprofit, 4-year or above",2973,5568,8541,0,1,1
"California Baptist University",NA,NA,NA,NA,NA,NA,92408,0,0,1462,2641,4103,"1878","3535","5413",0,"Private nonprofit, 4-year or above",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alliant International University",NA,NA,NA,NA,NA,NA,93727,0,0,1144,3013,4157,"1074","2924","3998",0,"Private nonprofit, 4-year or above","Private nonprofit, 4-year or above","908","2581","3489","0",0,0,NA,NA,NA,NA,NA,NA,NA
"Alliant International University",NA,NA,NA,NA,NA,NA,91803,0,0,1144,3013,4157,"1074","2924","3998",0,"Private nonprofit, 4-year or above","Private nonprofit, 4-year or above","908","2581","3489","0",0,0,NA,NA,NA,NA,NA,NA,NA
"Alliant International University",NA,NA,NA,NA,NA,NA,94133,0,0,1144,3013,4157,"1074","2924","3998",0,"Private nonprofit, 4-year or above","Private nonprofit, 4-year or above","908","2581","3489","0",0,0,NA,NA,NA,NA,NA,NA,NA
"Alliant International University",NA,NA,NA,NA,NA,NA,926121548,0,0,1144,3013,4157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alliant International University",NA,NA,NA,NA,NA,NA,95833,0,0,1144,3013,4157,"1074","2924","3998",0,"Private nonprofit, 4-year or above","Private nonprofit, 4-year or above","908","2581","3489","0",0,0,NA,NA,NA,NA,NA,NA,NA
"California State University-Northridge",NA,NA,NA,NA,NA,NA,913308282,14,4,14838,20360,35198,"16010","20901","36911",2,"Public, 4-year or above","Public, 4-year or above","15982","20182","36164","9",1,7,"Public, 4-year or above",18784,22764,41548,6,2,5
"California Beauty School",NA,NA,NA,NA,NA,NA,95354,0,0,2,63,65,"0","91","91",0,"Private for-profit, less-than 2-year","Private for-profit, less-than 2-year","2","112","114","0",0,0,"Private for-profit, less-than 2-year",1,53,54,0,0,0
"California Institute of the Arts",NA,NA,NA,NA,NA,NA,913552397,1,0,689,710,1399,"684","757","1441",1,"Private nonprofit, 4-year or above","Private nonprofit, 4-year or above","698","743","1441","0",0,0,"Private nonprofit, 4-year or above",608,840,1448,1,0,0
"Casa Loma College-Van Nuys",NA,NA,NA,NA,NA,NA,91405,0,9,130,474,604,"103","449","552",0,"Private nonprofit, 2-year",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Casa Loma College-Van Nuys",NA,NA,NA,NA,NA,NA,90250,0,0,130,474,604,"103","449","552",0,"Private nonprofit, 2-year","Private nonprofit, 2-year","111","470","581","0",0,0,NA,NA,NA,NA,NA,NA,NA
"CET-San Bernardino",NA,NA,NA,NA,NA,NA,924082830,0,0,208,6,214,"118","6","124",0,"Private nonprofit, less-than 2-year","Private nonprofit, less-than 2-year","163","1","164","0",0,0,NA,NA,NA,NA,NA,NA,NA
"CET-Salinas",NA,NA,NA,NA,NA,NA,93960,0,0,90,110,200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Charles Drew University of Medicine and Science",NA,NA,NA,NA,NA,NA,90059,0,0,90,166,256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Concordia University",NA,NA,NA,NA,NA,NA,92590,0,0,1072,1492,2564,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"San Diego Christian College",NA,NA,NA,NA,NA,NA,92019,0,0,224,215,439,"300","330","630",0,"Private nonprofit, 4-year or above","Private nonprofit, 4-year or above","369","373","742","0",0,0,NA,NA,NA,NA,NA,NA,NA
"City College of San Francisco",NA,NA,NA,NA,NA,NA,941121898,0,6,15032,17918,32950,"16362","18196","34558",4,"Public, 2-year","Public, 2-year","14306","15800","30106","2",1,2,"Public, 2-year",10846,12545,23391,2,0,0
"Coleman University",NA,NA,NA,NA,NA,NA,921231506,0,0,481,93,574,"680","95","775",0,"Private nonprofit, 4-year or above","Private nonprofit, 4-year or above","698","97","795","0",0,0,"Private nonprofit, 4-year or above",345,54,399,0,0,0
"Western University of Health Sciences",NA,NA,NA,NA,NA,NA,917661854,0,0,970,1693,2663,"1195","2052","3247",0,"Private nonprofit, 4-year or above","Private nonprofit, 4-year or above","1382","2190","3572","0",0,0,"Private nonprofit, 4-year or above",1540,2336,3876,0,0,0
"Columbia College",NA,NA,NA,NA,NA,NA,95370,0,1,1808,1821,3629,"1337","1682","3019",0,"Public, 2-year","Public, 2-year","1194","1473","2667","0",1,1,"Public, 2-year",1034,1390,2424,0,2,1
"Contra Costa College",NA,NA,NA,NA,NA,NA,94806,0,0,3201,5115,8316,"2960","4711","7671",1,"Public, 2-year","Public, 2-year","2774","4125","6899","0",0,0,"Public, 2-year",2575,3780,6355,0,0,0
"Crafton Hills College",NA,NA,NA,NA,NA,NA,923991799,2,1,3072,3308,6380,"2765","2870","5635",0,"Public, 2-year","Public, 2-year","2533","2747","5280","2",1,0,"Public, 2-year",2793,3192,5985,1,0,0
"Cuesta College",NA,NA,NA,NA,NA,NA,934038106,0,0,5871,6154,12025,"5246","5513","10759",0,"Public, 2-year","Public, 2-year","4732","5102","9834","0",0,0,"Public, 2-year",4581,5019,9600,0,0,0
"Cuesta College",NA,NA,NA,NA,NA,NA,93446,0,0,5871,6154,12025,"5246","5513","10759",0,"Public, 2-year","Public, 2-year","4732","5102","9834","0",0,0,"Public, 2-year",4581,5019,9600,0,0,0
"Cuesta College",NA,NA,NA,NA,NA,NA,93420,0,0,5871,6154,12025,"5246","5513","10759",0,"Public, 2-year","Public, 2-year","4732","5102","9834","0",0,0,"Public, 2-year",4581,5019,9600,0,0,0
"Cynthias Beauty Academy",NA,NA,NA,NA,NA,NA,90201,0,0,3,159,162,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cypress College",NA,NA,NA,NA,NA,NA,906305897,0,0,6949,8490,15439,"6893","8533","15426",2,"Public, 2-year","Public, 2-year","6804","8340","15144","1",1,0,"Public, 2-year",7240,8947,16187,1,1,1
"College of the Desert",NA,NA,NA,NA,NA,NA,92203,0,0,4455,5738,10193,"4279","5125","9404",0,"Public, 2-year","Public, 2-year","4188","4887","9075","0",0,0,NA,NA,NA,NA,NA,NA,NA
"Design Institute of San Diego",NA,NA,NA,NA,NA,NA,92121,0,0,27,279,306,"19","208","227",0,"Private for-profit, 4-year or above","Private for-profit, 4-year or above","16","188","204","0",0,0,"Private for-profit, 4-year or above",11,137,148,0,0,0
"DeVry University-California",NA,NA,NA,NA,NA,NA,908062452,0,0,5752,3241,8993,"6417","3732","10149",0,"Private for-profit, 4-year or above","Private for-profit, 4-year or above","5625","3548","9173","0",0,0,NA,NA,NA,NA,NA,NA,NA
"DeVry University-California",NA,NA,NA,NA,NA,NA,914036654,2,0,5752,3241,8993,"6417","3732","10149",0,"Private for-profit, 4-year or above","Private for-profit, 4-year or above","5625","3548","9173","0",0,0,NA,NA,NA,NA,NA,NA,NA
"DeVry University-California",NA,NA,NA,NA,NA,NA,94612,0,0,5752,3241,8993,"6417","3732","10149",0,"Private for-profit, 4-year or above","Private for-profit, 4-year or above","5625","3548","9173","0",0,0,"Private for-profit, 4-year or above",3637,2529,6166,0,0,0
"DeVry University-California",NA,NA,NA,NA,NA,NA,923248180,0,0,5752,3241,8993,"6417","3732","10149",0,"Private for-profit, 4-year or above","Private for-profit, 4-year or above","5625","3548","9173","0",0,0,NA,NA,NA,NA,NA,NA,NA
"DeVry University-California",NA,NA,NA,NA,NA,NA,951311862,0,0,5752,3241,8993,"6417","3732","10149",0,"Private for-profit, 4-year or above","Private for-profit, 4-year or above","5625","3548","9173","0",0,0,NA,NA,NA,NA,NA,NA,NA
"Diablo Valley College",NA,NA,NA,NA,NA,NA,94523,0,0,10509,11442,21951,"9821","10489","20310",0,"Public, 2-year","Public, 2-year","9809","10520","20329","0",0,0,"Public, 2-year",9606,10088,19694,0,0,0
"Dominican School of Philosophy & Theology",NA,NA,NA,NA,NA,NA,947081816,0,0,67,12,79,"75","22","97",0,"Private nonprofit, 4-year or above","Private nonprofit, 4-year or above","78","22","100","0",0,0,"Private nonprofit, 4-year or above",44,13,57,0,0,0
"East Los Angeles College",NA,NA,NA,NA,NA,NA,917546099,1,0,17054,18663,35717,"18630","18427","37057",2,"Public, 2-year","Public, 2-year","19159","17896","37055","0",0,3,"Public, 2-year",18901,18287,37188,2,0,0
"California Cosmetology College",NA,NA,NA,NA,NA,NA,95050,0,0,24,630,654,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Marinello Schools of Beauty",NA,NA,NA,NA,NA,NA,91748,0,0,14,151,165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Marinello Schools of Beauty",NA,NA,NA,NA,NA,NA,91502,0,0,21,348,369,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Marinello Schools of Beauty",NA,NA,NA,NA,NA,NA,92553,0,0,15,342,357,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Empire College School of Business",NA,NA,NA,NA,NA,NA,954032126,0,0,187,531,718,"121","415","536",0,"Private for-profit, 2-year","Private for-profit, 2-year","73","325","398","0",0,0,NA,NA,NA,NA,NA,NA,NA
"Feather River Community College District",NA,NA,NA,NA,NA,NA,95971,0,0,1057,1210,2267,"686","778","1464",0,"Public, 2-year","Public, 2-year","752","794","1546","0",0,0,"Public, 2-year",921,921,1842,0,0,2
"Five Branches University",NA,NA,NA,NA,NA,NA,95062,0,0,139,184,323,"104","237","341",0,"Private nonprofit, 4-year or above","Private nonprofit, 4-year or above","134","294","428","0",0,0,"Private for-profit, 4-year or above",94,238,332,0,0,0
"Fresno Pacific University",NA,NA,NA,NA,NA,NA,93702,0,0,801,1867,2668,"1170","2398","3568",0,"Private nonprofit, 4-year or above","Private nonprofit, 4-year or above","1117","2236","3353","0",0,1,"Private nonprofit, 4-year or above",1031,2311,3342,0,0,0
"Fuller Theological Seminary in California",NA,NA,NA,NA,NA,NA,91182,0,0,1880,1086,2966,"1906","1052","2958",0,"Private nonprofit, 4-year or above","Private nonprofit, 4-year or above","1832","996","2828","0",0,1,"Private nonprofit, 4-year or above",1528,1004,2532,1,0,0
"Fuller Theological Seminary in California",NA,NA,NA,NA,NA,NA,92612,0,0,1880,1086,2966,"1906","1052","2958",0,"Private nonprofit, 4-year or above","Private nonprofit, 4-year or above","1832","996","2828","0",0,0,NA,NA,NA,NA,NA,NA,NA
"Fuller Theological Seminary in California",NA,NA,NA,NA,NA,NA,94026,0,0,1880,1086,2966,"1906","1052","2958",0,"Private nonprofit, 4-year or above","Private nonprofit, 4-year or above","1832","996","2828","0",0,0,NA,NA,NA,NA,NA,NA,NA
"Fuller Theological Seminary in California",NA,NA,NA,NA,NA,NA,80903,0,0,1880,1086,2966,"1906","1052","2958",0,"Private nonprofit, 4-year or above","Private nonprofit, 4-year or above","1832","996","2828","0",0,0,"Private nonprofit, 4-year or above",1528,1004,2532,0,0,0
"Fuller Theological Seminary in California",NA,NA,NA,NA,NA,NA,98109,0,0,1880,1086,2966,"1906","1052","2958",0,"Private nonprofit, 4-year or above","Private nonprofit, 4-year or above","1832","996","2828","0",0,0,NA,NA,NA,NA,NA,NA,NA
"Fuller Theological Seminary in California",NA,NA,NA,NA,NA,NA,85008,0,0,1880,1086,2966,"1906","1052","2958",0,"Private nonprofit, 4-year or above","Private nonprofit, 4-year or above","1832","996","2828","0",0,0,NA,NA,NA,NA,NA,NA,NA
"Fullerton College",NA,NA,NA,NA,NA,NA,92832,2,0,10956,11513,22469,"9272","9555","18827",0,"Public, 2-year","Public, 2-year","9665","9959","19624","0",1,1,"Public, 2-year",11967,12646,24613,0,0,0
"Hartnell College",NA,NA,NA,NA,NA,NA,93901,0,1,5170,5281,10451,"4624","4840","9464",1,"Public, 2-year","Public, 2-year","4049","4328","8377","0",0,0,"Public, 2-year",6199,4977,11176,0,0,0
"Harvey Mudd College",NA,NA,NA,NA,NA,NA,91711,1,0,487,276,763,"456","328","784",1,"Private nonprofit, 4-year or above","Private nonprofit, 4-year or above","441","343","784","1",0,3,NA,NA,NA,NA,NA,NA,NA
"Toni & Guy Hairdressing Academy",NA,NA,NA,NA,NA,NA,90401,0,0,11,63,74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITT Technical Institute-San Diego",NA,NA,NA,NA,NA,NA,92123,0,0,1166,264,1430,"1396","260","1656",0,"Private for-profit, 4-year or above","Private for-profit, 4-year or above","1207","178","1385","0",0,0,NA,NA,NA,NA,NA,NA,NA
"ITT Technical Institute-San Dimas",NA,NA,NA,NA,NA,NA,91773,0,0,808,222,1030,"534","116","650",0,"Private for-profit, 4-year or above","Private for-profit, 4-year or above","376","75","451","0",0,0,NA,NA,NA,NA,NA,NA,NA
"Reedley College",NA,NA,NA,NA,NA,NA,93730,0,0,6355,9029,15384,"6048","8009","14057",0,"Public, 2-year","Public, 2-year","5942","7795","13737","1",0,0,"Public, 2-year",4017,5819,9836,0,0,1
"University of La Verne",NA,NA,NA,NA,NA,NA,917504401,0,0,2758,4724,7482,"3318","5052","8370",0,"Private nonprofit, 4-year or above","Private nonprofit, 4-year or above","3446","5182","8628","1",0,0,"Private nonprofit, 4-year or above",3245,5089,8334,2,0,2
